Input,Output,ObservedProb,ExpectedProb
hot-te,holte,0.0,0.028310195701398828
hot-te,hote,0.0,0.012565049149982016
hot-tu,hottu,1.0,0.9591247551486191
hot-tu,holtu,0.0,0.028310195701398828
hot-tu,hotu,0.0,0.012565049149982016
hot-u,hotu,0.0,0.2507778824609545
hot-u,holu,1.0,0.5189112590876694
hot-u,hou,0.0,0.23031085845137597
hot-o,hoto,0.0,0.2507778824609545
hot-o,holo,1.0,0.5189112590876694
hot-o,hoo,0.0,0.23031085845137597
hot-to,hotto,1.0,0.9591247551486191
hot-to,holto,0.0,0.028310195701398828
hot-to,hoto,0.0,0.012565049149982016
mut-a,muta,0.0,0.2507778824609545
mut-a,mula,1.0,0.5189112590876694
mut-a,mua,0.0,0.23031085845137597
mut-ta,mutta,1.0,0.9591247551486191
mut-ta,multa,0.0,0.028310195701398828
mut-ta,muta,0.0,0.012565049149982016
mut-e,mute,0.0,0.2507778824609545
mut-e,mule,1.0,0.5189112590876694
mut-e,mue,0.0,0.23031085845137597
mut-te,mutte,1.0,0.9591247551486191
mut-te,multe,0.0,0.028310195701398828
mut-te,mute,0.0,0.012565049149982016
mut-tu,muttu,1.0,0.9591247551486191
mut-tu,multu,0.0,0.028310195701398828
mut-tu,mutu,0.0,0.012565049149982016
mut-u,mutu,0.0,0.2507778824609545
mut-u,mulu,1.0,0.5189112590876694
mut-u,muu,0.0,0.23031085845137597
mut-o,muto,0.0,0.2507778824609545
mut-o,mulo,1.0,0.5189112590876694
mut-o,muo,0.0,0.23031085845137597
mut-to,mutto,1.0,0.9591247551486191
mut-to,multo,0.0,0.028310195701398828
mut-to,muto,0.0,0.012565049149982016
mot-a,mota,0.0,0.2507778824609545
mot-a,mola,1.0,0.5189112590876694
mot-a,moa,0.0,0.23031085845137597
mot-ta,motta,1.0,0.9591247551486191
mot-ta,molta,0.0,0.028310195701398828
mot-ta,mota,0.0,0.012565049149982016
mot-e,mote,0.0,0.2507778824609545
mot-e,mole,1.0,0.5189112590876694
mot-e,moe,0.0,0.23031085845137597
mot-te,motte,1.0,0.9591247551486191
mot-te,molte,0.0,0.028310195701398828
mot-te,mote,0.0,0.012565049149982016
mot-tu,mottu,1.0,0.9591247551486191
mot-tu,moltu,0.0,0.028310195701398828
mot-tu,motu,0.0,0.012565049149982016
mot-u,motu,0.0,0.2507778824609545
mot-u,molu,1.0,0.5189112590876694
mot-u,mou,0.0,0.23031085845137597
mot-o,moto,0.0,0.2507778824609545
mot-o,molo,1.0,0.5189112590876694
mot-o,moo,0.0,0.23031085845137597
mot-to,motto,1.0,0.9591247551486191
mot-to,molto,0.0,0.028310195701398828
mot-to,moto,0.0,0.012565049149982016
nit-a,nita,0.0,0.2507778824609545
nit-a,nila,1.0,0.5189112590876694
nit-a,nia,0.0,0.23031085845137597
nit-ta,nitta,1.0,0.9591247551486191
nit-ta,nilta,0.0,0.028310195701398828
nit-ta,nita,0.0,0.012565049149982016
nit-e,nite,0.0,0.2507778824609545
nit-e,nile,1.0,0.5189112590876694
nit-e,nie,0.0,0.23031085845137597
nit-te,nitte,1.0,0.9591247551486191
nit-te,nilte,0.0,0.028310195701398828
nit-te,nite,0.0,0.012565049149982016
nit-tu,nittu,1.0,0.9591247551486191
nit-tu,niltu,0.0,0.028310195701398828
nit-tu,nitu,0.0,0.012565049149982016
nit-u,nitu,0.0,0.2507778824609545
nit-u,nilu,1.0,0.5189112590876694
nit-u,niu,0.0,0.23031085845137597
nit-o,nito,0.0,0.2507778824609545
nit-o,nilo,1.0,0.5189112590876694
nit-o,nio,0.0,0.23031085845137597
nit-to,nitto,1.0,0.9591247551486191
nit-to,nilto,0.0,0.028310195701398828
nit-to,nito,0.0,0.012565049149982016
tot-a,tota,0.0,0.2507778824609545
tot-a,tola,1.0,0.5189112590876694
tot-a,toa,0.0,0.23031085845137597
tot-ta,totta,1.0,0.9591247551486191
tot-ta,tolta,0.0,0.028310195701398828
tot-ta,tota,0.0,0.012565049149982016
tot-e,tote,0.0,0.2507778824609545
tot-e,tole,1.0,0.5189112590876694
tot-e,toe,0.0,0.23031085845137597
tot-te,totte,1.0,0.9591247551486191
tot-te,tolte,0.0,0.028310195701398828
tot-te,tote,0.0,0.012565049149982016
tot-tu,tottu,1.0,0.9591247551486191
tot-tu,toltu,0.0,0.028310195701398828
tot-tu,totu,0.0,0.012565049149982016
tot-u,totu,0.0,0.2507778824609545
tot-u,tolu,1.0,0.5189112590876694
tot-u,tou,0.0,0.23031085845137597
tot-o,toto,0.0,0.2507778824609545
tot-o,tolo,1.0,0.5189112590876694
tot-o,too,0.0,0.23031085845137597
tot-to,totto,1.0,0.9591247551486191
tot-to,tolto,0.0,0.028310195701398828
tot-to,toto,0.0,0.012565049149982016
not-a,nota,0.0,0.2507778824609545
not-a,nola,1.0,0.5189112590876694
not-a,noa,0.0,0.23031085845137597
not-ta,notta,1.0,0.9591247551486191
not-ta,nolta,0.0,0.028310195701398828
not-ta,nota,0.0,0.012565049149982016
not-e,note,0.0,0.2507778824609545
not-e,nole,1.0,0.5189112590876694
not-e,noe,0.0,0.23031085845137597
not-te,notte,1.0,0.9591247551486191
not-te,nolte,0.0,0.028310195701398828
not-te,note,0.0,0.012565049149982016
not-tu,nottu,1.0,0.9591247551486191
not-tu,noltu,0.0,0.028310195701398828
not-tu,notu,0.0,0.012565049149982016
not-u,notu,0.0,0.2507778824609545
not-u,nolu,1.0,0.5189112590876694
not-u,nou,0.0,0.23031085845137597
not-o,noto,0.0,0.2507778824609545
not-o,nolo,1.0,0.5189112590876694
not-o,noo,0.0,0.23031085845137597
not-to,notto,1.0,0.9591247551486191
not-to,nolto,0.0,0.028310195701398828
not-to,noto,0.0,0.012565049149982016
mat-a,mata,0.0,0.2507778824609545
mat-a,mala,1.0,0.5189112590876694
mat-a,maa,0.0,0.23031085845137597
mat-ta,matta,1.0,0.9591247551486191
mat-ta,malta,0.0,0.028310195701398828
mat-ta,mata,0.0,0.012565049149982016
mat-e,mate,0.0,0.2507778824609545
mat-e,male,1.0,0.5189112590876694
mat-e,mae,0.0,0.23031085845137597
mat-te,matte,1.0,0.9591247551486191
mat-te,malte,0.0,0.028310195701398828
mat-te,mate,0.0,0.012565049149982016
mat-tu,mattu,1.0,0.9591247551486191
mat-tu,maltu,0.0,0.028310195701398828
mat-tu,matu,0.0,0.012565049149982016
mat-u,matu,0.0,0.2507778824609545
mat-u,malu,1.0,0.5189112590876694
mat-u,mau,0.0,0.23031085845137597
mat-o,mato,0.0,0.2507778824609545
mat-o,malo,1.0,0.5189112590876694
mat-o,mao,0.0,0.23031085845137597
mat-to,matto,1.0,0.9591247551486191
mat-to,malto,0.0,0.028310195701398828
mat-to,mato,0.0,0.012565049149982016
tus-a,tusa,1.0,0.6932122029768469
tus-a,tula,0.0,0.21248123660433757
tus-a,tua,0.0,0.0943065604188155
tus-ta,tutta,1.0,0.9591247551486191
tus-ta,tulta,0.0,0.028310195701398828
tus-ta,tuta,0.0,0.012565049149982016
tus-e,tuse,1.0,0.6932122029768469
tus-e,tule,0.0,0.21248123660433757
tus-e,tue,0.0,0.0943065604188155
tus-te,tutte,1.0,0.9591247551486191
tus-te,tulte,0.0,0.028310195701398828
tus-te,tute,0.0,0.012565049149982016
tus-tu,tuttu,1.0,0.9591247551486191
tus-tu,tultu,0.0,0.028310195701398828
tus-tu,tutu,0.0,0.012565049149982016
tus-u,tusu,1.0,0.6932122029768469
tus-u,tulu,0.0,0.21248123660433757
tus-u,tuu,0.0,0.0943065604188155
tus-o,tuso,1.0,0.6932122029768469
tus-o,tulo,0.0,0.21248123660433757
tus-o,tuo,0.0,0.0943065604188155
tus-to,tutto,1.0,0.9591247551486191
tus-to,tulto,0.0,0.028310195701398828
tus-to,tuto,0.0,0.012565049149982016
sis-a,sisa,1.0,0.6932122029768469
sis-a,sila,0.0,0.21248123660433757
sis-a,sia,0.0,0.0943065604188155
sis-ta,sitta,1.0,0.9591247551486191
sis-ta,silta,0.0,0.028310195701398828
sis-ta,sita,0.0,0.012565049149982016
sis-e,sise,1.0,0.6932122029768469
sis-e,sile,0.0,0.21248123660433757
sis-e,sie,0.0,0.0943065604188155
sis-te,sitte,1.0,0.9591247551486191
sis-te,silte,0.0,0.028310195701398828
sis-te,site,0.0,0.012565049149982016
sis-tu,sittu,1.0,0.9591247551486191
sis-tu,siltu,0.0,0.028310195701398828
sis-tu,situ,0.0,0.012565049149982016
sis-u,sisu,1.0,0.6932122029768469
sis-u,silu,0.0,0.21248123660433757
sis-u,siu,0.0,0.0943065604188155
sis-o,siso,1.0,0.6932122029768469
sis-o,silo,0.0,0.21248123660433757
sis-o,sio,0.0,0.0943065604188155
sis-to,sitto,1.0,0.9591247551486191
sis-to,silto,0.0,0.028310195701398828
sis-to,sito,0.0,0.012565049149982016
hus-a,husa,1.0,0.6932122029768469
hus-a,hula,0.0,0.21248123660433757
hus-a,hua,0.0,0.0943065604188155
hus-ta,hutta,1.0,0.9591247551486191
hus-ta,hulta,0.0,0.028310195701398828
hus-ta,huta,0.0,0.012565049149982016
hus-e,huse,1.0,0.6932122029768469
hus-e,hule,0.0,0.21248123660433757
hus-e,hue,0.0,0.0943065604188155
hus-te,hutte,1.0,0.9591247551486191
hus-te,hulte,0.0,0.028310195701398828
hus-te,hute,0.0,0.012565049149982016
hus-tu,huttu,1.0,0.9591247551486191
hus-tu,hultu,0.0,0.028310195701398828
hus-tu,hutu,0.0,0.012565049149982016
hus-u,husu,1.0,0.6932122029768469
hus-u,hulu,0.0,0.21248123660433757
hus-u,huu,0.0,0.0943065604188155
hus-o,huso,1.0,0.6932122029768469
hus-o,hulo,0.0,0.21248123660433757
hus-o,huo,0.0,0.0943065604188155
hus-to,hutto,1.0,0.9591247551486191
hus-to,hulto,0.0,0.028310195701398828
hus-to,huto,0.0,0.012565049149982016
kis-a,kisa,1.0,0.6932122029768469
kis-a,kila,0.0,0.21248123660433757
kis-a,kia,0.0,0.0943065604188155
kis-ta,kitta,1.0,0.9591247551486191
kis-ta,kilta,0.0,0.028310195701398828
kis-ta,kita,0.0,0.012565049149982016
kis-e,kise,1.0,0.6932122029768469
kis-e,kile,0.0,0.21248123660433757
kis-e,kie,0.0,0.0943065604188155
kis-te,kitte,1.0,0.9591247551486191
kis-te,kilte,0.0,0.028310195701398828
kis-te,kite,0.0,0.012565049149982016
kis-tu,kittu,1.0,0.9591247551486191
kis-tu,kiltu,0.0,0.028310195701398828
kis-tu,kitu,0.0,0.012565049149982016
kis-u,kisu,1.0,0.6932122029768469
kis-u,kilu,0.0,0.21248123660433757
kis-u,kiu,0.0,0.0943065604188155
kis-o,kiso,1.0,0.6932122029768469
kis-o,kilo,0.0,0.21248123660433757
kis-o,kio,0.0,0.0943065604188155
kis-to,kitto,1.0,0.9591247551486191
kis-to,kilto,0.0,0.028310195701398828
kis-to,kito,0.0,0.012565049149982016
mis-a,misa,0.0,0.2510221666679177
mis-a,mila,0.0,0.2442173594900458
mis-a,mia,1.0,0.5047604738420365
mis-ta,mitta,1.0,0.9809317211009808
mis-ta,milta,0.0,0.006217546789096356
mis-ta,mita,0.0,0.012850732109922875
mis-e,mise,0.0,0.2510221666679177
mis-e,mile,0.0,0.2442173594900458
mis-e,mie,1.0,0.5047604738420365
mis-te,mitte,1.0,0.9809317211009808
mis-te,milte,0.0,0.006217546789096356
mis-te,mite,0.0,0.012850732109922875
mis-tu,mittu,1.0,0.9809317211009808
mis-tu,miltu,0.0,0.006217546789096356
mis-tu,mitu,0.0,0.012850732109922875
mis-u,misu,0.0,0.2510221666679177
mis-u,milu,0.0,0.2442173594900458
mis-u,miu,1.0,0.5047604738420365
mis-o,miso,0.0,0.2510221666679177
mis-o,milo,0.0,0.2442173594900458
mis-o,mio,1.0,0.5047604738420365
mis-to,mitto,1.0,0.9809317211009808
mis-to,milto,0.0,0.006217546789096356
mis-to,mito,0.0,0.012850732109922875
pes-a,pesa,0.0,0.2510221666679177
pes-a,pela,0.0,0.2442173594900458
pes-a,pea,1.0,0.5047604738420365
pes-ta,petta,1.0,0.9809317211009808
pes-ta,pelta,0.0,0.006217546789096356
pes-ta,peta,0.0,0.012850732109922875
pes-e,pese,0.0,0.2510221666679177
pes-e,pele,0.0,0.2442173594900458
pes-e,pee,1.0,0.5047604738420365
pes-te,pette,1.0,0.9809317211009808
pes-te,pelte,0.0,0.006217546789096356
pes-te,pete,0.0,0.012850732109922875
pes-tu,pettu,1.0,0.9809317211009808
pes-tu,peltu,0.0,0.006217546789096356
pes-tu,petu,0.0,0.012850732109922875
pes-u,pesu,0.0,0.2510221666679177
pes-u,pelu,0.0,0.2442173594900458
pes-u,peu,1.0,0.5047604738420365
pes-o,peso,0.0,0.2510221666679177
pes-o,pelo,0.0,0.2442173594900458
pes-o,peo,1.0,0.5047604738420365
pes-to,petto,1.0,0.9809317211009808
pes-to,pelto,0.0,0.006217546789096356
pes-to,peto,0.0,0.012850732109922875
ses-a,sesa,0.0,0.2510221666679177
ses-a,sela,0.0,0.2442173594900458
ses-a,sea,1.0,0.5047604738420365
ses-ta,setta,1.0,0.9809317211009808
ses-ta,selta,0.0,0.006217546789096356
ses-ta,seta,0.0,0.012850732109922875
ses-e,sese,0.0,0.2510221666679177
ses-e,sele,0.0,0.2442173594900458
ses-e,see,1.0,0.5047604738420365
ses-te,sette,1.0,0.9809317211009808
ses-te,selte,0.0,0.006217546789096356
ses-te,sete,0.0,0.012850732109922875
ses-tu,settu,1.0,0.9809317211009808
ses-tu,seltu,0.0,0.006217546789096356
ses-tu,setu,0.0,0.012850732109922875
ses-u,sesu,0.0,0.2510221666679177
ses-u,selu,0.0,0.2442173594900458
ses-u,seu,1.0,0.5047604738420365
ses-o,seso,0.0,0.2510221666679177
ses-o,selo,0.0,0.2442173594900458
ses-o,seo,1.0,0.5047604738420365
ses-to,setto,1.0,0.9809317211009808
ses-to,selto,0.0,0.006217546789096356
ses-to,seto,0.0,0.012850732109922875
nes-a,nesa,0.0,0.2510221666679177
nes-a,nela,0.0,0.2442173594900458
nes-a,nea,1.0,0.5047604738420365
nes-ta,netta,1.0,0.9809317211009808
nes-ta,nelta,0.0,0.006217546789096356
nes-ta,neta,0.0,0.012850732109922875
nes-e,nese,0.0,0.2510221666679177
nes-e,nele,0.0,0.2442173594900458
nes-e,nee,1.0,0.5047604738420365
nes-te,nette,1.0,0.9809317211009808
nes-te,nelte,0.0,0.006217546789096356
nes-te,nete,0.0,0.012850732109922875
nes-tu,nettu,1.0,0.9809317211009808
nes-tu,neltu,0.0,0.006217546789096356
nes-tu,netu,0.0,0.012850732109922875
nes-u,nesu,0.0,0.2510221666679177
nes-u,nelu,0.0,0.2442173594900458
nes-u,neu,1.0,0.5047604738420365
nes-o,neso,0.0,0.2510221666679177
nes-o,nelo,0.0,0.2442173594900458
nes-o,neo,1.0,0.5047604738420365
nes-to,netto,1.0,0.9809317211009808
nes-to,nelto,0.0,0.006217546789096356
nes-to,neto,0.0,0.012850732109922875
nus-a,nusa,0.0,0.2510221666679177
nus-a,nula,0.0,0.2442173594900458
nus-a,nua,1.0,0.5047604738420365
nus-ta,nutta,1.0,0.9809317211009808
nus-ta,nulta,0.0,0.006217546789096356
nus-ta,nuta,0.0,0.012850732109922875
nus-e,nuse,0.0,0.2510221666679177
nus-e,nule,0.0,0.2442173594900458
nus-e,nue,1.0,0.5047604738420365
nus-te,nutte,1.0,0.9809317211009808
nus-te,nulte,0.0,0.006217546789096356
nus-te,nute,0.0,0.012850732109922875
nus-tu,nuttu,1.0,0.9809317211009808
nus-tu,nultu,0.0,0.006217546789096356
nus-tu,nutu,0.0,0.012850732109922875
nus-u,nusu,0.0,0.2510221666679177
nus-u,nulu,0.0,0.2442173594900458
nus-u,nuu,1.0,0.5047604738420365
nus-o,nuso,0.0,0.2510221666679177
nus-o,nulo,0.0,0.2442173594900458
nus-o,nuo,1.0,0.5047604738420365
nus-to,nutto,1.0,0.9809317211009808
nus-to,nulto,0.0,0.006217546789096356
nus-to,nuto,0.0,0.012850732109922875
